City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI,AQI_Bucket
Delhi,23-05-2018,129.23,324,53.83,77.28,86.18,46.95,1.66,17.57,59.46,5.79,9.66,306,Very Poor
Delhi,24-05-2018,114.13,298.07,37.09,57.51,67.13,51.03,1.34,17.78,53.43,3.1,6.97,303,Very Poor
Delhi,25-05-2018,83.88,249.82,42.75,59.34,63.04,36.45,1.31,12.73,48.95,4.03,6.57,260,Poor
Delhi,26-05-2018,103.02,263.49,41.7,64.88,61.71,37.33,1.47,14.9,49.85,4.77,6.65,244,Poor
Delhi,27-05-2018,97.37,314.96,31.92,58.31,57.05,35.05,1.1,11.59,56.75,3.73,4.64,268,Poor
Delhi,28-05-2018,117.56,290.96,29.36,54.01,57.51,48.36,1.33,15.54,59.11,2.77,5.02,276,Poor
Delhi,29-05-2018,112.6,312.18,41.22,60.34,66.84,51.9,1.4,11.93,59.1,3.88,5.4,303,Very Poor
Delhi,30-05-2018,65.76,295.94,13.19,33.21,42.64,54.38,0.95,8.58,59.9,1.2,1.85,272,Poor
Delhi,31-05-2018,71.99,235.22,14.54,40.76,44.17,50.49,1,9.71,50.6,1.88,3.53,223,Poor
Delhi,01-06-2018,79.98,233.97,8.65,30.14,33.87,48.38,0.81,8.24,58.87,1.48,3.18,196,Moderate
Delhi,02-06-2018,52.6,154.66,12.65,29.28,35.13,41.24,0.98,9.08,60.12,1.51,3.67,183,Moderate
Delhi,03-06-2018,59.52,140.21,16.93,31.51,43.09,43.82,0.84,7.79,57.87,1.32,3.37,154,Moderate
Delhi,04-06-2018,64.42,179.31,14.32,30.68,38.57,49.08,0.81,8.14,57.03,2.13,3.41,170,Moderate
Delhi,05-06-2018,61.72,152.57,9.58,27.67,32.62,43.21,0.82,7.51,48.46,2.52,4.69,160,Moderate
Delhi,06-06-2018,57.68,159.45,8.99,31.11,33.05,39.58,0.88,9.34,48.47,2.71,6.46,146,Moderate
Delhi,07-06-2018,73.77,165.33,10.21,33.8,37.99,40.17,0.96,10.1,60.18,4.76,6.4,166,Moderate
Delhi,08-06-2018,76.78,196.34,9.8,31.27,36.1,46.72,0.95,7.75,54.22,2.56,4.55,180,Moderate
Delhi,09-06-2018,52.79,136.75,10.94,27.39,36.36,40.4,0.9,6.41,41.95,2.72,4.57,153,Moderate
Delhi,10-06-2018,67.02,141.09,16.94,34.23,38.52,49.24,0.93,7.35,45.16,2.67,7.04,153,Moderate
Delhi,11-06-2018,73.22,218.14,11.9,34.85,35.75,48.15,0.9,6.94,46.66,2.57,5.41,186,Moderate
Delhi,12-06-2018,141.28,497.9,11.06,31.72,34.01,40.05,0.87,8.73,37.85,2.26,6.1,285,Poor
Delhi,13-06-2018,261.77,743.98,11.58,25.75,30.62,32.58,0.77,6.91,27.45,2.33,4.31,453,Severe
Delhi,14-06-2018,225.49,761.91,11.75,25.37,29.01,27.3,0.72,7.22,43.38,2.25,9.35,522,Severe
Delhi,15-06-2018,153.28,613.34,12.05,24.61,29.31,26.27,0.7,7.31,40.15,2.98,10.64,593,Severe
Delhi,16-06-2018,127.32,516.85,10.15,25,29.76,28.12,0.68,7.29,45.76,3.36,5.58,531,Severe
Delhi,17-06-2018,84.47,289.18,8.45,22.78,27.88,27.53,0.68,6.18,44.56,2.78,6.3,384,Very Poor
Delhi,18-06-2018,61.06,166.71,11.44,26.68,31.17,33.27,0.77,7.71,46.41,2.82,8.24,179,Moderate
Delhi,19-06-2018,52.76,152.06,10.85,26.52,29.02,31.25,0.68,6.5,53.39,3.73,8.34,146,Moderate
Delhi,20-06-2018,67.55,201.22,13.82,33.71,37.25,36.03,0.77,10.05,60.2,4.51,10.83,175,Moderate
Delhi,21-06-2018,76.98,273.16,11.17,34.82,35.93,38.44,0.75,9.73,66.75,3.89,11.19,221,Poor
Delhi,22-06-2018,83.98,247.55,23.62,45.06,53.22,44.46,0.99,12.38,64.38,4.69,13.08,249,Poor
Delhi,23-06-2018,81.33,242.29,17.78,44.23,49.29,44.27,0.96,11.68,66.18,4.26,13.63,228,Poor
Delhi,24-06-2018,54.15,163.89,10.39,34.98,37.1,34.64,0.77,13.73,59.17,2.66,10.24,194,Moderate
Delhi,25-06-2018,46.9,155.61,10.81,34.92,31.12,32.64,0.74,12.17,39.06,1.93,11,168,Moderate
Delhi,26-06-2018,29.98,92.12,8.89,34.16,26.14,35.67,0.72,13.16,33.09,1.81,17.81,128,Moderate
Delhi,27-06-2018,52.48,111.4,9.03,31,25.96,44.57,0.84,10.43,44.04,2.24,22.29,126,Moderate
Delhi,28-06-2018,30.07,71.42,8.68,29.01,23.9,44.84,0.76,8.48,33.17,1.65,18.35,99,Satisfactory
Delhi,29-06-2018,37.11,84.12,10.99,30.43,26.78,42.44,0.87,9.36,31.43,2.22,17.18,90,Satisfactory
Delhi,30-06-2018,41.41,103.75,10.42,32.89,28.23,40.71,0.91,9.55,31.21,2.3,21.04,113,Moderate
Delhi,01-07-2018,34.18,97.81,10.82,28.46,26.45,44.47,0.78,8.53,28.09,1.56,20.66,102,Moderate
Delhi,02-07-2018,34.24,122.23,7.87,25.74,22.61,36.17,0.65,8.82,33.79,0.98,15.01,111,Moderate
Delhi,03-07-2018,44.55,109.65,11.74,37.27,32.19,38.7,0.86,10.11,39.78,1.82,21.86,122,Moderate
Delhi,04-07-2018,45.76,113.75,8.01,31.17,25.67,37,0.78,10.14,45.71,1.88,22.27,128,Moderate
Delhi,05-07-2018,50.41,133.6,13.52,38.05,33.66,38.45,0.95,11.14,41.14,2.57,32.38,130,Moderate
Delhi,06-07-2018,57.12,163.19,16.15,36.71,35.28,48.7,0.94,10.27,40.01,2.31,31.73,147,Moderate
Delhi,07-07-2018,61.93,158.13,8.99,34.43,28.17,51.84,0.9,10.4,53.82,2.06,24.89,155,Moderate
Delhi,08-07-2018,68.2,179.05,14.86,39.85,35.86,57.11,0.98,11.6,65.27,2.31,30.07,176,Moderate
Delhi,09-07-2018,70.48,169.96,9.06,35.14,28.69,55.38,0.93,11,54.8,1.66,20.19,168,Moderate
Delhi,10-07-2018,47.48,112.45,7.74,28.19,24.09,47.18,0.81,10.92,43.89,1.07,17.31,140,Moderate
Delhi,11-07-2018,39.78,102.39,8.76,31.82,26.63,39.31,0.84,11.26,34.6,1.49,21.21,111,Moderate
Delhi,12-07-2018,46.53,127.08,10.21,34.22,28.48,35.01,0.76,10.92,45.16,1.49,21.79,130,Moderate
Delhi,13-07-2018,28.44,61.6,12.27,31.94,29.09,33.49,0.88,10.69,26.96,1.55,24,109,Moderate
Delhi,14-07-2018,33.82,70.35,13.24,31.63,31.3,34.11,0.84,11.13,29.2,1.81,29.69,96,Satisfactory
Delhi,15-07-2018,37.76,78.42,8.28,28.9,25.51,32.08,0.78,10.64,28.01,1.19,21.78,92,Satisfactory
Delhi,16-07-2018,37.32,83.03,13.87,33.31,32.44,36.19,0.96,9.51,23.59,1.61,31.33,95,Satisfactory
Delhi,17-07-2018,34.26,84.78,11.89,30.73,28.81,41.85,0.87,10.2,31.96,1.53,28.84,105,Moderate
Delhi,18-07-2018,37.76,97.11,12.45,29.45,28.39,46.23,0.82,11.04,32.43,1.48,25.94,114,Moderate
Delhi,19-07-2018,35.04,83.54,10.58,27.41,25.71,41.74,0.8,11.14,31.96,1.31,22.7,106,Moderate
Delhi,20-07-2018,37.26,80.33,12.22,33.46,30.45,38.54,0.89,10.4,24.18,1.87,30.82,90,Satisfactory
Delhi,21-07-2018,50.21,95.93,17.99,36.48,37.03,43.54,0.97,11.2,32.23,2.32,32.24,114,Moderate
Delhi,22-07-2018,25.81,47.63,12.14,27.55,27.12,37.26,0.83,9.85,24.91,1.28,23.18,87,Satisfactory
Delhi,23-07-2018,32.39,69.73,14.28,28.74,29.43,39.3,0.81,10.43,26.11,1.39,23.1,80,Satisfactory
Delhi,24-07-2018,39.3,94.8,12.18,29.15,26.72,40.08,0.83,10.78,34.46,1.5,24.69,101,Moderate
Delhi,25-07-2018,34.7,80.13,15.59,27.58,28.48,39.46,0.81,9.99,21.39,1.18,26.71,90,Satisfactory
Delhi,26-07-2018,32.22,57.98,16.81,25.1,28.9,38.33,0.89,9.27,18.6,1.26,25.4,90,Satisfactory
Delhi,27-07-2018,21.75,35.79,14.04,23.41,25.77,33.02,0.91,9.13,19.82,1.46,30.17,68,Satisfactory
Delhi,28-07-2018,37.69,67.2,13.43,21.59,24.43,29.08,0.73,9.55,24.11,1.36,22.84,71,Satisfactory
Delhi,29-07-2018,44.03,116.89,18.34,25.02,30.46,36.7,0.74,9.37,26.19,1.24,22.57,100,Satisfactory
Delhi,30-07-2018,39.89,122.86,15.98,25.06,28.28,42.39,0.8,8.96,28.09,1.08,22.42,122,Moderate
Delhi,31-07-2018,50.59,165.4,15.59,28.84,30.1,41.94,0.91,9.12,27.81,1.28,24.33,135,Moderate
Delhi,01-08-2018,55.77,195.09,19.92,26.14,32.34,38.58,0.94,9.71,29.94,1.38,22.32,155,Moderate
Delhi,02-08-2018,71.5,268.29,20.56,25.2,32.61,36.33,0.86,10.22,29.3,1.47,23.26,215,Poor
Delhi,03-08-2018,65.46,248.8,19.1,26.08,31.73,34.43,0.78,9.48,28.1,1.4,20.79,228,Poor
Delhi,04-08-2018,69.75,264.97,19.25,28.77,32.96,33.4,0.76,9.61,29.61,1.23,22.81,215,Poor
Delhi,05-08-2018,63.57,246.89,17.71,24.82,29.73,33.84,0.71,9.86,25.4,1.08,17.19,234,Poor
Delhi,06-08-2018,50.64,131.76,19.28,26.59,32.23,45.36,0.9,9.4,27.42,1.44,22.79,166,Moderate
Delhi,07-08-2018,44.54,110.19,18.64,26.15,31.04,40.11,0.98,10.65,32.06,1.55,24.7,123,Moderate
Delhi,08-08-2018,36.7,76.04,19.04,25.24,30.33,38.57,1.02,9.47,31.12,1.55,23.23,108,Moderate
Delhi,09-08-2018,36.84,91.15,17.18,24.98,29.1,38.58,0.89,9.85,34.11,1.37,21.43,102,Moderate
Delhi,10-08-2018,46.24,115.63,27.59,34.82,42.63,40.95,1.11,9.66,31.83,1.81,28.91,111,Moderate
Delhi,11-08-2018,32.72,98.26,18.61,24.06,28.8,36.5,0.7,8.84,27.66,1.28,22.4,106,Moderate
Delhi,12-08-2018,25.7,83.58,14.86,23.5,25.93,30.55,0.66,9.09,23.92,0.97,20.03,92,Satisfactory
Delhi,13-08-2018,32.75,106.03,16.15,25.04,28.15,34.65,0.84,9.26,27.7,1.11,23.38,102,Moderate
Delhi,14-08-2018,46.85,126.7,14.03,29.49,30.34,39.38,1.09,9.86,32.47,1.57,31.99,122,Moderate
Delhi,15-08-2018,43,117.21,9.88,23.72,22.86,37.96,0.84,8.85,34.04,1.41,30.1,128,Moderate
Delhi,16-08-2018,36.49,88.06,18.67,29.32,33.72,40.19,1.21,10.43,31.87,1.88,38.17,109,Moderate
Delhi,17-08-2018,32.98,80.82,18.25,24.58,30.72,37.68,0.98,9.26,30.62,1.88,35.61,109,Moderate
Delhi,18-08-2018,32.11,77.4,12.87,26.17,26.14,32.83,0.88,10.05,30.9,1.61,31.04,90,Satisfactory
Delhi,19-08-2018,47.01,96,18.92,31.85,33.12,31.46,1.07,11.4,32.1,1.63,32.28,100,Satisfactory
Delhi,20-08-2018,61.1,125.39,23.17,32.54,37.99,38.4,1.18,10.88,39.36,1.66,30.16,138,Moderate
Delhi,21-08-2018,30.98,77.56,11.76,27.85,26.25,32.36,1.02,11.99,31.02,1.09,20.9,105,Moderate
Delhi,22-08-2018,29.75,74.91,14.93,28.18,28.73,28.58,0.9,11.43,25.33,1.23,25.98,91,Satisfactory
Delhi,23-08-2018,31.19,73.3,15.41,24.72,27.95,32.42,0.82,10.82,18.25,1.16,25.82,86,Satisfactory
Delhi,24-08-2018,23.71,88,17.54,24.6,29.81,28.45,0.8,10.4,19.29,1.15,27.47,89,Satisfactory
Delhi,25-08-2018,21.96,82.69,14.99,22.78,26.16,25.87,0.68,10.9,20.69,1.19,26.57,100,Satisfactory
Delhi,26-08-2018,23.96,77.21,9.89,19.92,20.16,24.13,0.6,10.31,24.77,0.96,20.49,85,Satisfactory
Delhi,27-08-2018,24.78,56.62,10.67,23.6,23.07,26.04,0.78,10.82,26.5,1.31,23.78,82,Satisfactory
Delhi,28-08-2018,29.26,58.76,14.65,25.52,27.65,27.99,0.85,10.84,21.91,1.53,28.19,81,Satisfactory
Delhi,29-08-2018,36.06,65.58,15.31,26.12,27.86,29.36,0.9,10.23,21.53,1.6,28.23,88,Satisfactory
Delhi,30-08-2018,41.26,95.47,21.4,28.28,34.45,29.82,0.95,9.97,27.06,1.78,30.81,97,Satisfactory
Delhi,31-08-2018,47.53,152.29,13.54,25.96,26.93,28.79,0.82,9.67,23.57,1.47,29.67,127,Moderate
Delhi,01-09-2018,45.19,110.35,19.47,28.51,31.54,31.04,1.02,10.53,19.58,2.24,34.3,132,Moderate
Delhi,02-09-2018,40.9,80.4,20.91,23.44,29.51,31.34,0.87,9.81,23.36,1.95,33.74,116,Moderate
Delhi,03-09-2018,42.06,72.38,17.6,27.63,30,30.05,1.06,9.96,26.15,2.11,29.86,89,Satisfactory
Delhi,04-09-2018,55.72,105.56,34.09,35.94,49.8,32.41,1.29,10.8,26.55,2.89,37.58,118,Moderate
Delhi,05-09-2018,39.77,101.8,21.85,30.63,37.55,29.56,1.04,9.62,20.64,2.12,31.65,108,Moderate
Delhi,06-09-2018,49.44,138.52,28.45,30.88,43.56,30.78,0.96,10.13,26.24,2.19,29.94,137,Moderate
Delhi,07-09-2018,42.11,87.03,30.95,37.91,49.1,32.06,1.1,10.75,28.23,2.51,36.86,117,Moderate
Delhi,08-09-2018,35.45,72.63,17.48,26.65,31.93,28.17,0.84,11.38,23.65,1.84,28.88,105,Moderate
Delhi,09-09-2018,29.1,56.92,10.53,23.58,24.12,24.71,0.72,10.98,26.36,1.05,17.3,86,Satisfactory
Delhi,10-09-2018,36.99,83.98,15.56,29.61,30.96,24.26,0.88,11.21,29.46,1.29,20.47,92,Satisfactory
Delhi,11-09-2018,28.33,78.11,19,26,32,23.37,0.78,9.77,23.21,1.36,24.81,91,Satisfactory
Delhi,12-09-2018,28.55,103.27,17.17,24.4,29.28,22.38,0.71,10.31,22.44,1.44,25.14,96,Satisfactory
Delhi,13-09-2018,27.49,115.88,19.96,23.21,30.78,20.34,0.63,11.24,23.11,1.28,24.6,108,Moderate
Delhi,14-09-2018,31.38,113.92,20.52,25.18,32.01,19.9,0.7,11.21,24.58,1.44,24.24,113,Moderate
Delhi,15-09-2018,37.48,125.81,26.65,27.72,37.7,22.31,0.8,11.74,25.86,2.29,24.43,126,Moderate
Delhi,16-09-2018,43.09,131.43,21.14,25.92,31.12,24.13,0.72,11.14,26.12,1.78,23.98,124,Moderate
Delhi,17-09-2018,55.86,157.59,22.25,29.15,33.99,25.37,0.78,11.12,35.01,1.68,21.94,135,Moderate
Delhi,18-09-2018,54.94,165.11,15,29.8,28.63,24.13,0.75,11.95,38.79,1.71,23.97,154,Moderate
Delhi,19-09-2018,58.63,175.12,26.29,37.36,40.98,26.44,0.89,13.43,40.04,2.12,27.54,157,Moderate
Delhi,20-09-2018,73.3,185.23,28.51,38.16,42.01,29.96,0.98,14.41,49.18,2.75,35.2,173,Moderate
Delhi,21-09-2018,46.73,112.51,11.6,26.7,24.32,28.6,0.75,12.74,30.31,1.98,22.78,155,Moderate
Delhi,22-09-2018,24.29,46.36,10.07,21.72,19.92,23.58,0.73,11.11,23.89,1.7,24.61,76,Satisfactory
Delhi,23-09-2018,30.71,54.77,7.37,19.88,16.84,22.73,0.67,11.59,28.89,1.4,17.36,69,Satisfactory
Delhi,24-09-2018,21.46,35.84,14.91,25.07,25.46,22.73,0.74,11.08,19.54,2.44,21.7,63,Satisfactory
Delhi,25-09-2018,21.45,49.41,20.54,25.67,30.35,22.28,0.81,10.88,22.48,3.12,30.75,63,Satisfactory
Delhi,26-09-2018,42.83,108.67,31.86,32.38,42.65,24.2,1.03,11.59,28.54,2.94,40.14,99,Satisfactory
Delhi,27-09-2018,71.44,171.42,66.23,37.42,73.58,30.7,1.5,12.78,35.24,4.84,60.29,151,Moderate
Delhi,28-09-2018,83.78,214.66,86.96,44.68,93.15,35.57,1.78,12.98,37.24,6.51,75,200,Moderate
Delhi,29-09-2018,92.46,230.62,61.52,46.15,74.55,37.78,1.57,13.08,41.92,6,72.97,229,Poor
Delhi,30-09-2018,69.49,155.26,20.83,34.52,35.4,31.15,1,12.38,35.54,2.9,34.63,176,Moderate
Delhi,01-10-2018,65.78,177.08,30.83,40.86,47.61,31.58,1.13,12.7,38.52,3.29,45.58,148,Moderate
Delhi,02-10-2018,76.03,185.21,31.9,36.68,46.51,35.08,1.11,12.25,35.8,3.8,47.19,186,Moderate
Delhi,03-10-2018,63.37,177.17,39.9,42.57,56.37,31.83,1.13,13.36,36.72,3.74,45.68,160,Moderate
Delhi,04-10-2018,97.4,235.14,40.37,48.01,59.34,37.79,1.34,14.42,45.63,4.97,56.91,206,Poor
Delhi,05-10-2018,121.12,270.61,65.84,53.69,83.28,42.52,1.62,17.27,44.88,6.75,76.45,268,Poor
Delhi,06-10-2018,78.87,199.37,44.04,44.71,61.88,36.24,1.23,13.42,32.93,4.74,50.77,237,Poor
Delhi,07-10-2018,81.14,221.03,39.4,44.81,57.51,35.47,1.25,14.33,42.38,4.61,50.09,189,Moderate
Delhi,08-10-2018,118.6,279.23,37.87,56.21,63,36.86,1.51,16.13,51.05,5.34,60.1,253,Poor
Delhi,09-10-2018,103.26,263.89,31.79,54.24,56.31,37.85,1.59,19.67,52.46,5.33,51.48,269,Poor
Delhi,10-10-2018,93.36,256.14,23.75,47.73,45.93,39.4,1.51,16.55,43.9,4.55,45.79,263,Poor
Delhi,11-10-2018,70.42,208.39,14.93,37.74,33.12,33.16,1.02,14.54,37.04,3.1,35.5,219,Poor
Delhi,12-10-2018,67.93,172.04,29.52,44.48,47.82,25.13,1.13,16.06,42.01,3.68,47.52,163,Moderate
Delhi,13-10-2018,132.93,264.13,54.11,49.89,68.66,33.8,1.41,17.91,42,5.82,56.08,264,Poor
Delhi,14-10-2018,91.88,217.12,36.38,47.34,53.99,30.33,1.3,16.07,40.16,4.23,41.27,237,Poor
Delhi,15-10-2018,115.96,280.24,50.19,55.44,68.24,33.54,1.61,17.96,44.92,5.51,57.84,253,Poor
Delhi,16-10-2018,139.18,342.5,84.92,64.18,100.51,43.63,2.2,19.19,54.38,7.92,78.45,309,Very Poor
Delhi,17-10-2018,137.29,323.31,67.3,52.81,81.62,42.22,1.93,17.13,44.29,6.99,63.99,332,Very Poor
Delhi,18-10-2018,143.2,337.98,100.87,57.64,112.6,48.05,2.47,18.46,44.65,8.83,83.91,330,Very Poor
Delhi,19-10-2018,137.73,313.84,40.85,54.31,61.47,41.31,1.66,18.35,51.05,6.59,58.94,300,Poor
Delhi,20-10-2018,168.87,328.13,37.49,54.04,59.64,37.9,1.55,19.82,47.64,5.99,54.68,344,Very Poor
Delhi,21-10-2018,141.15,294.36,49.17,55.77,71.3,38.07,1.52,20.59,42.61,5.73,57.74,325,Very Poor
Delhi,22-10-2018,121.65,274.68,49.3,55.49,71.09,36.59,1.55,17.74,41.32,5.75,49.87,296,Poor
Delhi,23-10-2018,119.4,302.16,65.36,63.32,87.65,35,1.84,19.49,44.7,7.1,62.35,274,Poor
Delhi,24-10-2018,174.04,384.46,103.62,77.72,129.52,44.37,2.52,20.95,56.09,10.68,100.96,354,Very Poor
Delhi,25-10-2018,168.82,368.33,97.53,72.23,120.26,45.37,2.35,22.51,62.29,9.42,88.49,356,Very Poor
Delhi,26-10-2018,203.12,396.01,114.02,74.04,133.52,48.25,2.72,20.76,53.02,10.6,94.71,394,Very Poor
Delhi,27-10-2018,206.05,408.94,123.46,77.3,143.02,52.18,3.14,19.9,52.9,11.57,103,396,Very Poor
Delhi,28-10-2018,205,375.23,81.11,57.66,100.04,47.85,2.45,15.62,52.78,8.94,77.78,403,Severe
Delhi,29-10-2018,231.83,427.06,84.12,62.22,104.22,48.43,2.67,16.66,53.2,9.06,74.48,397,Very Poor
Delhi,30-10-2018,263.39,459.45,98.5,70.46,119.07,52.74,2.9,17.62,50.55,10.08,90.31,456,Severe
Delhi,31-10-2018,225.17,405.94,99.9,68.02,122.87,55.85,2.91,18.11,47.05,9.95,92.3,422,Severe
Delhi,01-11-2018,236.67,416.97,106.68,71.63,133.14,58.01,2.97,20.12,45.98,10.79,94.12,433,Severe
Delhi,02-11-2018,205.44,373.61,57.41,65.98,86.56,51.21,1.99,19.65,46.13,7.93,64.64,391,Very Poor
Delhi,03-11-2018,159.56,298.85,21.22,47.39,45.59,48.63,1.43,17.1,45.43,4.98,35.39,353,Very Poor
Delhi,04-11-2018,97.27,179.85,14.18,34.18,30.79,36.62,1,15.01,51.96,2.56,19.99,238,Poor
Delhi,05-11-2018,361.98,500.01,26.22,48.25,48.8,44.82,1.88,14.63,45,5.5,34.14,424,Severe
Delhi,06-11-2018,177.88,312.87,23.48,43.78,44.84,31.18,1.29,15.37,45.01,3.88,24.85,411,Severe
Delhi,07-11-2018,175.43,300.54,30.57,45.14,52.43,30.5,1.44,19.39,51.22,4.15,20.77,317,Very Poor
Delhi,08-11-2018,420.3,509.73,89.1,64.57,106.68,44.2,2.45,26.52,38.35,9.12,44,452,Severe
Delhi,09-11-2018,300.91,440.76,89.45,68.25,109.68,49.84,2.65,17.41,47.94,9.12,55.65,487,Severe
Delhi,10-11-2018,288.86,447.4,99.32,79.5,127.11,55.35,3.01,18.01,42.55,10.17,81.74,430,Severe
Delhi,11-11-2018,256.68,425.12,91.92,70.55,113.81,55.03,2.89,16.2,51.68,9.37,71.1,454,Severe
Delhi,12-11-2018,271.7,464.28,75.93,71.88,101.5,58.85,2.85,17.4,53.37,9.5,69.49,437,Severe
Delhi,13-11-2018,265.06,441.43,85.28,74.72,111.18,62.24,2.74,18.72,37.8,9.65,74.6,454,Severe
Delhi,14-11-2018,136.2,225.77,41.75,59.36,67.48,53,1.68,16.02,31.95,5.38,42.88,361,Very Poor
Delhi,15-11-2018,98.53,175.95,29.85,47.83,51.99,49.76,1.29,15.03,32.95,4.17,39.67,251,Poor
Delhi,16-11-2018,138.49,230.56,19.55,42.41,41.05,41.19,1.24,14.2,40.74,3.27,24.64,302,Very Poor
Delhi,17-11-2018,135.21,255.42,38.85,51.93,61.7,40.93,1.6,14.37,36.97,4.06,32.22,292,Poor
Delhi,18-11-2018,166.43,313.67,68.53,61.82,92.64,44.39,2,16.29,39.51,6.3,48.08,330,Very Poor
Delhi,19-11-2018,179.79,319.12,18.31,56.73,47.93,48.41,1.56,16.32,51.15,4.66,33.16,340,Very Poor
Delhi,20-11-2018,224.1,374.77,53.4,63.96,80.38,54.51,2.04,16.11,46.03,6.37,51.31,367,Very Poor
Delhi,21-11-2018,209.96,349.54,54.16,63.79,81.87,46.84,1.79,14.22,40.22,5.32,42.92,396,Very Poor
Delhi,22-11-2018,139.02,292.92,91.36,74.93,120.74,42.27,2.09,16.89,37.22,6.05,56.92,317,Very Poor
Delhi,23-11-2018,187.85,331.22,77.16,61.06,102.45,45.84,2.04,16.39,40.01,6.49,61.33,356,Very Poor
Delhi,24-11-2018,107.73,223.33,26.91,46.57,50.88,36.97,1.34,15.12,37.48,3.33,30.31,296,Poor
Delhi,25-11-2018,133.62,268.83,59.31,58.16,84.38,39.78,1.72,16.56,37.17,4.61,43.22,266,Poor
Delhi,26-11-2018,200.69,362.41,94.45,68.3,120.55,47.15,2.43,20.11,39.8,7.01,61.96,349,Very Poor
Delhi,27-11-2018,205.53,378.23,152,78.94,176.98,53.89,3.32,18.31,34.02,10.54,92.77,396,Very Poor
Delhi,28-11-2018,193.1,356.12,120.37,69.6,146.11,53.87,2.85,15.96,34.61,8.67,73.8,363,Very Poor
Delhi,29-11-2018,205.17,363.12,101.42,63.68,124.27,51.41,2.52,12.76,35.79,8.64,78.97,384,Very Poor
Delhi,30-11-2018,190.36,340.56,62.12,56.74,86.03,46.35,1.96,13.69,35.79,6.19,48.33,365,Very Poor
Delhi,01-12-2018,147.48,297.66,68.71,56.43,90.73,42.49,1.91,14.4,35.45,5.99,46.53,335,Very Poor
Delhi,02-12-2018,164.63,331.5,131.08,67.18,152.89,45.3,2.77,16.62,39.35,8.92,70.64,329,Very Poor
Delhi,03-12-2018,178.87,356.2,120.66,66.91,144.74,47.02,2.74,16.52,38.44,8.11,66.53,356,Very Poor
Delhi,04-12-2018,211.57,393.74,140.77,74.17,169.75,51.21,3.17,16.28,38.12,9.77,84.12,394,Very Poor
Delhi,05-12-2018,181.62,345.32,121.66,65.87,142.92,49.26,2.59,15.89,32.33,7.76,60.99,374,Very Poor
Delhi,06-12-2018,218.06,395.33,136.49,71.73,156.61,52.53,3.04,16.49,40.87,10.22,86.38,385,Very Poor
Delhi,07-12-2018,193.81,353.86,85.29,54.83,105.05,49.16,2.09,14.11,32.45,7.45,57.31,376,Very Poor
Delhi,08-12-2018,202.83,358.72,85.16,59.06,107.05,49.42,2.2,15.47,37.6,7.6,57.49,366,Very Poor
Delhi,09-12-2018,226.35,388.23,103.19,65.3,127.78,50.23,2.67,18.08,39.85,9.42,70.17,389,Very Poor
Delhi,10-12-2018,264.63,453.77,89.36,66.58,121.45,55.63,2.75,16.74,42.51,8.92,57.53,431,Severe
Delhi,11-12-2018,274.97,461.98,93.61,68.87,124.9,58.67,2.78,15.49,41.9,8.53,59.75,464,Severe
Delhi,12-12-2018,209.63,327.23,56.21,55.1,80.05,51.27,1.95,14.64,36.34,6.65,49.37,443,Severe
Delhi,13-12-2018,94.29,162.44,35.89,42.59,56.05,40.31,1.21,13.07,24.89,3.74,34.89,264,Poor
Delhi,14-12-2018,113.42,196.85,39.15,45.22,60.27,42.01,1.22,12.5,27.74,3.76,27.97,248,Poor
Delhi,15-12-2018,122.69,211.8,30.33,47.31,53.33,41.97,1.22,13.34,29.58,3.88,27.13,274,Poor
Delhi,16-12-2018,150.28,252.01,42.76,50.86,65.32,45.92,1.42,15.76,32.7,4.34,31.02,295,Poor
Delhi,17-12-2018,182.78,322.5,70.9,58.08,94.61,50.27,1.93,16.14,32.85,6.06,44.09,338,Very Poor
Delhi,18-12-2018,204.08,339.38,55.86,61.34,82.18,51.04,1.78,17.76,37.13,6.28,43.12,370,Very Poor
Delhi,19-12-2018,205.22,351.7,61.91,63.77,89.2,48.82,1.92,17.41,37.05,6.34,39.02,370,Very Poor
Delhi,20-12-2018,258.1,429.33,114.21,68.97,139.08,54.66,2.64,17.68,40.5,8.96,62.49,423,Severe
Delhi,21-12-2018,252.2,403.18,74.98,66.03,103.06,57.91,2.22,15.9,38.38,7.39,46.63,422,Severe
Delhi,22-12-2018,326.79,502.83,85.55,78.71,117.64,60.21,2.59,18.47,44.98,8.63,55.27,468,Severe
Delhi,23-12-2018,401.58,560.68,112.95,77.63,145.67,67.29,3.36,18.21,50.65,10.84,74.07,557,Severe
Delhi,24-12-2018,378.68,546.59,123.73,75.26,152.77,65.75,3.36,17.86,43.25,10.58,73.62,577,Severe
Delhi,25-12-2018,268.2,399.37,45.37,61.2,74.6,57.34,1.9,14.14,36.37,6.63,38.49,475,Severe
Delhi,26-12-2018,241,366.1,59.69,65.2,89.51,50.38,1.99,15.37,39.09,6.56,36.39,405,Severe
Delhi,27-12-2018,290.1,453.45,110.91,78.43,143.91,56.6,2.87,18.03,40.96,10.25,70.74,458,Severe
Delhi,28-12-2018,249.23,387.84,39.19,60.59,68.5,55.46,1.66,14.8,37.38,5.4,30.25,413,Severe
Delhi,29-12-2018,248.12,399.14,74.28,64.97,102,51.53,1.96,16.49,39.29,6.34,37.55,420,Severe
